iter	Logloss
0	0.5420237389
1	0.4204628062
2	0.3144594035
3	0.2437427324
4	0.182121896
5	0.1336634662
6	0.1009973259
7	0.07672608844
8	0.05895543564
9	0.04462944634
10	0.03523218783
11	0.02797386546
12	0.02188589524
13	0.01714578754
14	0.01375125514
15	0.01139273311
16	0.009294234096
17	0.007795752636
18	0.006550775371
19	0.005536268652
20	0.004720363776
21	0.004226976231
22	0.003786215573
23	0.003339918576
24	0.003059735548
25	0.00275915234
26	0.002413396716
27	0.002178272561
28	0.00194723798
29	0.001773469246
30	0.001660893706
31	0.001525331433
32	0.001415462581
33	0.001306324915
34	0.00125509203
35	0.001153943359
36	0.001087463648
37	0.001066181702
38	0.001005715951
39	0.0009730685255
40	0.0009511554899
41	0.0008884378134
42	0.00083438876
43	0.0007960618799
44	0.0007710888001
45	0.000736488754
46	0.0006936361983
47	0.0006629955454
48	0.0006383444346
49	0.0006314961666
50	0.0006134942465
51	0.0005892922685
52	0.0005670248297
53	0.0005460599704
54	0.0005281006215
55	0.000515560621
56	0.0004963630275
57	0.0004730719441
58	0.0004586826993
59	0.0004586725957
60	0.0004469239475
61	0.0004447350141
62	0.0004340035281
63	0.0004339943756
64	0.0004247716491
65	0.0004247641648
66	0.0004155745186
67	0.0004155745186
68	0.0004155736921
69	0.0004155618592
70	0.0004113591468
71	0.0004113591468
72	0.0004098420842
73	0.0004069230918
74	0.0004030617673
75	0.0004001870193
76	0.000400184878
77	0.000400184878
78	0.000400184878
79	0.0003907997633
80	0.0003818768071
81	0.0003652164188
82	0.0003523020266
83	0.0003489835371
84	0.0003333393752
85	0.0003333383503
86	0.0003240995541
87	0.0003240995541
88	0.0003110791002
89	0.0003110791002
90	0.0003003008496
91	0.0002986545047
92	0.0002986268233
93	0.0002986324282
94	0.0002986090192
95	0.0002986236546
96	0.0002986236546
97	0.0002986144944
98	0.0002986105196
99	0.0002986105196
100	0.0002986194127
101	0.0002986146546
102	0.0002986220346
103	0.0002986220346
104	0.0002986048791
105	0.0002986134136
106	0.0002986134136
107	0.0002986007059
108	0.0002986024301
109	0.0002986024301
110	0.0002985997268
111	0.0002946326788
112	0.000285507637
113	0.0002855248333
114	0.0002855248333
115	0.0002855034358
116	0.0002855034358
117	0.0002841521641
118	0.0002841431082
119	0.0002841421037
120	0.0002841421037
121	0.0002841421037
122	0.0002841267206
123	0.0002841211513
124	0.0002841151623
125	0.0002841200883
126	0.0002841083698
127	0.0002840968471
128	0.000284111808
129	0.0002722012752
130	0.0002721987295
131	0.00027218503
132	0.00027218503
133	0.0002622537284
134	0.0002602689481
135	0.0002602667204
136	0.0002602667204
137	0.0002602707995
138	0.00025908201
139	0.0002577365442
140	0.0002577431536
141	0.0002577431536
142	0.0002577362136
143	0.0002577362136
144	0.0002577354532
145	0.0002577318624
146	0.0002577318624
147	0.0002577254818
148	0.0002577254818
149	0.0002577254818
150	0.0002577201591
151	0.0002577201591
152	0.0002577253419
153	0.0002577220868
154	0.0002577220868
155	0.0002577220868
156	0.0002577220868
157	0.0002577136031
158	0.0002577136031
159	0.000257691725
160	0.0002576949318
161	0.0002576849451
162	0.0002576780178
163	0.000257678417
164	0.0002576633646
165	0.0002576631357
166	0.0002576505068
167	0.0002576380762
168	0.0002576380762
169	0.0002576380762
170	0.0002576380762
171	0.0002576355662
172	0.0002576355662
173	0.0002576355662
174	0.0002576346685
175	0.0002576316193
176	0.0002576211953
177	0.0002576120326
178	0.0002576120326
179	0.0002576118647
180	0.0002576118647
181	0.0002576118647
182	0.0002576036658
183	0.0002576036658
184	0.0002575576616
185	0.0002503496295
186	0.0002503496295
187	0.0002503496295
188	0.000250352259
189	0.0002503434625
190	0.0002503405075
191	0.0002503353425
192	0.0002503353425
193	0.0002469841592
194	0.0002469761383
195	0.0002469761383
196	0.0002469676572
197	0.0002469676572
198	0.0002469732036
199	0.0002469744269
